Time,Action,Val0,Val1,Val2,Val3
22.03,ROLL (åXÇ´),603646971,507221192,-584626443,-435282008
22.08,ROLL (åXÇ´),613720005,482789854,-596143037,-433355167
22.13,ROLL (åXÇ´),623958297,460233716,-606573396,-428778720
22.18,ROLL (åXÇ´),631070890,446252872,-612814291,-424249997
22.23,ROLL (åXÇ´),635664678,439077448,-615409926,-421109896
22.28,ROLL (åXÇ´),638158725,435801712,-616823681,-418664980
22.33,ROLL (åXÇ´),638580660,434838464,-618265774,-416892303
22.38,ROLL (åXÇ´),638375033,432760943,-620966781,-415351714
22.43,ROLL (åXÇ´),637805437,429534890,-623833390,-415279924
22.48,ROLL (åXÇ´),636980382,423957175,-628038807,-415938787
22.53,ROLL (åXÇ´),636202134,416815602,-632781210,-417158301
22.58,ROLL (åXÇ´),635531341,408017719,-638661932,-417916143
22.63,ROLL (åXÇ´),635505984,399636709,-643762969,-418226487
22.68,ROLL (åXÇ´),635964712,390014264,-649093061,-418374795
22.73,ROLL (åXÇ´),636751984,380737566,-653654730,-418620138
22.78,ROLL (åXÇ´),637973530,370329174,-658284415,-418842709
22.83,ROLL (åXÇ´),639430151,360973904,-662145343,-418702725
22.88,ROLL (åXÇ´),640834248,353205848,-665138786,-418436379
22.94,ROLL (åXÇ´),642170620,347043549,-667447977,-417866459
22.99,ROLL (åXÇ´),643521557,340387494,-670033813,-417124153
23.04,ROLL (åXÇ´),644445323,333334467,-673223111,-416257748
23.09,ROLL (åXÇ´),645974561,323862848,-676909708,-415384735
23.14,ROLL (åXÇ´),648364713,315093182,-679686531,-413868596
23.19,ROLL (åXÇ´),651148621,307134047,-682157945,-411407585
23.24,ROLL (åXÇ´),653327045,300950083,-684149966,-409210403
23.29,ROLL (åXÇ´),654298300,297196538,-685433120,-408253474
23.34,ROLL (åXÇ´),654352649,295927505,-686103143,-407962630
23.39,ROLL (åXÇ´),654593098,294980197,-686230332,-408049013
23.44,ROLL (åXÇ´),654873433,294770393,-685679969,-408675533
23.49,ROLL (åXÇ´),653991796,297399195,-684251474,-410572625
23.54,ROLL (åXÇ´),651227775,302954652,-682507576,-413794369
23.59,ROLL (åXÇ´),646157803,310843255,-680999066,-418351941
23.65,ROLL (åXÇ´),640417625,318492979,-680028075,-422978506
23.70,ROLL (åXÇ´),631930716,329543760,-677518590,-431224477
23.75,ROLL (åXÇ´),620286505,344397142,-673416829,-442794023
23.80,ROLL (åXÇ´),604727152,361805038,-668867929,-457098882
23.85,ROLL (åXÇ´),590116558,375925902,-665665267,-469311654
23.90,ROLL (åXÇ´),575753108,389323651,-662362283,-480763111
23.95,ROLL (åXÇ´),564223346,401152145,-658248595,-490264488
24.00,ROLL (åXÇ´),550653109,416750463,-650181105,-503275514
24.05,ROLL (åXÇ´),536939445,433621481,-639714081,-517064645
24.10,ROLL (åXÇ´),522940843,450632423,-628168675,-530837938
24.15,ROLL (åXÇ´),510578116,464158932,-618159155,-542832607
24.20,ROLL (åXÇ´),498273696,475272381,-609857574,-553926654
24.25,ROLL (åXÇ´),484193008,486088335,-601871048,-565639471
24.30,ROLL (åXÇ´),470794710,495159031,-593916029,-577369147
24.35,ROLL (åXÇ´),456406371,504171355,-584989078,-590096396
24.40,ROLL (åXÇ´),443797815,511889227,-576696413,-601128668
24.45,ROLL (åXÇ´),430949821,520269237,-567931136,-611537332
24.50,ROLL (åXÇ´),420370467,526947404,-560919430,-619601489
24.55,ROLL (åXÇ´),408671457,534070555,-553802100,-627679078
24.60,ROLL (åXÇ´),397430624,540737199,-547248035,-634896275
24.65,ROLL (åXÇ´),385170304,547193251,-540305405,-642817982
24.70,ROLL (åXÇ´),374389177,552840527,-533898648,-649672101
24.76,ROLL (åXÇ´),364156691,557943566,-527869767,-656021263
24.81,ROLL (åXÇ´),355049923,562499151,-522595850,-661323933
24.86,ROLL (åXÇ´),345542347,566074301,-517859918,-667010484
24.91,ROLL (åXÇ´),336141904,569518390,-513446419,-672273537
24.96,ROLL (åXÇ´),325910473,572582200,-508345426,-678556129
25.01,ROLL (åXÇ´),314975856,576192791,-502702602,-684838433
25.06,ROLL (åXÇ´),302269248,581850547,-494693664,-691580025
25.11,ROLL (åXÇ´),292673102,585932373,-487852668,-697098982
25.16,ROLL (åXÇ´),285052880,588562305,-481980729,-702107793
25.21,ROLL (åXÇ´),279032001,590153947,-478398968,-705631205
25.26,ROLL (åXÇ´),273306343,592016478,-476057651,-707891769
25.31,ROLL (åXÇ´),268344567,593775893,-474080719,-709641012
25.36,ROLL (åXÇ´),263921327,595752969,-471546811,-711329069
25.41,ROLL (åXÇ´),259586709,597485712,-468716678,-713338455
25.46,ROLL (åXÇ´),255826744,598910569,-466351207,-715050255
25.51,ROLL (åXÇ´),250478324,599814019,-464713867,-717249108
25.56,ROLL (åXÇ´),245114434,600168800,-463801604,-719392736
25.61,ROLL (åXÇ´),240226227,600595238,-462157444,-721740069
25.66,ROLL (åXÇ´),236833678,600718617,-460307994,-723937158
25.71,ROLL (åXÇ´),232147257,601170200,-457846916,-726635915
25.77,ROLL (åXÇ´),226939748,601742684,-455557855,-729241142
25.82,ROLL (åXÇ´),221129862,602843053,-453137166,-731621526
25.87,ROLL (åXÇ´),216048175,604349707,-451564715,-732867955
25.92,ROLL (åXÇ´),210451094,606230174,-449806135,-734024020
25.97,ROLL (åXÇ´),204703916,607347304,-447064746,-736396755
26.02,STAY (ê√é~),198701481,607811545,-443245454,-739957990
26.07,STAY (ê√é~),194531817,607586534,-439783905,-743308551
26.12,STAY (ê√é~),191487020,607473429,-436150588,-746326286
26.17,STAY (ê√é~),189944178,607660802,-433910959,-747871879
26.22,STAY (ê√é~),189611240,608354673,-432372813,-748282986
26.27,STAY (ê√é~),191304568,608367113,-431937465,-748093276
26.32,STAY (ê√é~),195609388,607293367,-434396914,-746426531
26.37,STAY (ê√é~),202854504,605243497,-439806724,-742981771
26.42,STAY (ê√é~),218482536,600473292,-449197424,-736777028
26.47,STAY (ê√é~),237206170,596199074,-457643382,-729221460
26.52,STAY (ê√é~),256355633,591369531,-465391952,-721731049
26.57,STAY (ê√é~),271581184,585765246,-472311346,-716216613
26.62,STAY (ê√é~),284606920,579638731,-478884195,-711764906
26.67,STAY (ê√é~),298801699,572904828,-486678070,-706090341
26.73,STAY (ê√é~),314000956,565783544,-494749093,-699597903
26.78,STAY (ê√é~),328299457,559138346,-503092444,-692389543
26.83,STAY (ê√é~),344240313,551306658,-513052702,-683562736
26.88,STAY (ê√é~),358315926,543882247,-522231206,-675276148
26.93,STAY (ê√é~),372719079,535138098,-532113314,-666696809
26.98,STAY (ê√é~),384371065,527085614,-540658614,-659582755
27.03,STAY (ê√é~),395397544,518238336,-547572187,-654351600
27.08,STAY (ê√é~),401318852,509884700,-553089004,-652667475
27.13,STAY (ê√é~),404345821,500245331,-561037353,-651473456
27.18,STAY (ê√é~),406480796,492563720,-567791205,-650145371
27.23,STAY (ê√é~),410027856,485856938,-574487264,-647075021
27.28,STAY (ê√é~),414621601,480077907,-580870031,-642748510
27.33,STAY (ê√é~),419881310,474813625,-586511649,-638104459
27.38,STAY (ê√é~),425536413,468731882,-592061030,-633714786
27.43,STAY (ê√é~),430563533,461082230,-597057383,-631238634
27.48,STAY (ê√é~),432748815,451688512,-603200210,-630695624
27.53,STAY (ê√é~),431447244,445873134,-608270415,-630855796
27.58,STAY (ê√é~),430566807,440906777,-612925725,-630441912
27.63,STAY (ê√é~),431482558,437365207,-615885389,-629397469
27.68,STAY (ê√é~),432425330,435620875,-617832382,-628050511
27.73,STAY (ê√é~),432473140,435846882,-618741154,-626965206
27.78,STAY (ê√é~),431787755,437556994,-618918765,-626070508
27.84,STAY (ê√é~),432253800,438436759,-618899748,-625151559
27.89,STAY (ê√é~),433187809,439578841,-617961654,-624630826
27.94,STAY (ê√é~),433681708,440840945,-616937811,-624410670
27.99,STAY (ê√é~),433348703,442238741,-616233989,-624348442
28.04,STAY (ê√é~),433232718,442661565,-615902761,-624456126
28.09,STAY (ê√é~),433620316,442848182,-615364548,-624585372
28.14,STAY (ê√é~),433977830,443261511,-614966505,-624435890
28.19,STAY (ê√é~),433991985,444002823,-614770587,-624092209
28.24,STAY (ê√é~),433842626,444552453,-614634396,-623938908
28.29,STAY (ê√é~),433406934,445409000,-614369844,-623891381
28.34,STAY (ê√é~),433047722,445831507,-614062473,-624141590
28.39,STAY (ê√é~),433011824,445683232,-613851949,-624479390
28.44,STAY (ê√é~),433440427,445107561,-613597771,-624842329
28.49,STAY (ê√é~),434128029,444419990,-613196685,-625248000
28.54,STAY (ê√é~),436433051,441854743,-613252081,-625407045
28.59,STAY (ê√é~),440267146,437090666,-614099470,-625235907
28.64,STAY (ê√é~),445218434,430696806,-616066954,-624230586
28.70,STAY (ê√é~),453413729,420490963,-620094813,-621294836
28.75,STAY (ê√é~),463598159,407688715,-626389506,-615974312
28.80,STAY (ê√é~),477621210,390323828,-636482657,-606083019
28.85,STAY (ê√é~),491934401,373646314,-646201514,-594755486
28.90,STAY (ê√é~),507511006,356052671,-655928711,-581668384
28.95,STAY (ê√é~),521574540,339931800,-665158113,-568236365
29.00,STAY (ê√é~),535458452,323346257,-674320117,-554026475
29.05,STAY (ê√é~),546778756,309088641,-681709064,-541933083
29.10,STAY (ê√é~),556603822,296731923,-688166101,-530557515
29.15,STAY (ê√é~),563480608,288441625,-692155310,-522621823
29.20,STAY (ê√é~),568814585,282399739,-694969209,-516371633
29.25,STAY (ê√é~),572189185,278946558,-696897415,-511902197
29.30,STAY (ê√é~),575579644,277093867,-699202701,-505929002
29.35,STAY (ê√é~),580475538,276116428,-701494098,-497629790
29.40,STAY (ê√é~),585894724,274571074,-703235248,-489611881
29.45,STAY (ê√é~),591385774,273202513,-704700502,-481603539
29.50,STAY (ê√é~),596113616,271396574,-705920683,-474963107
29.55,STAY (ê√é~),599850747,268614343,-707642756,-469242641
29.60,STAY (ê√é~),602763608,263225295,-709619859,-465563787
29.65,STAY (ê√é~),605190031,255503608,-712756012,-461912663
29.71,STAY (ê√é~),606357314,249424331,-715398276,-459614107
29.76,STAY (ê√é~),606984324,243940010,-717483129,-458478761
29.81,STAY (ê√é~),607038894,240111124,-718936732,-458150535
29.86,STAY (ê√é~),606831452,237604164,-718632429,-460205164
29.91,STAY (ê√é~),606452820,235566531,-716963714,-464336012
29.96,STAY (ê√é~),606589059,235251517,-713408081,-469762555
